project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,daily_weather_station_nm,task_status,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Edge Communities,BU,F-LT-22-23,2021-06-21,05:00:00,Active,56.292430,-116.822983,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,None,Heavy,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Song,0.4,1.96kHz to 7.00kHz,1.84,PEACE RIVER A,Transcribed,570.90m,39km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,39km,8.40,6.30,87,,29,3,24,94.53,,,Mainly Clear,,,,,F-LT-22-23_20210621_050000.wav,t
Edge Communities,BU,F-LT-22-23,2021-06-21,05:00:00,Active,56.292430,-116.822983,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,Heavy,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Song,1.9,2.71kHz to 4.16kHz,2.43,PEACE RIVER A,Transcribed,570.90m,39km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,39km,8.40,6.30,87,,29,3,24,94.53,,,Mainly Clear,,,,,F-LT-22-23_20210621_050000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,Light,None,None,None,2,bprobinson@live.ca,Confident,1,Song,0.7,3.04kHz to 5.46kHz,1.98,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,DEJU,Junco hyemalis,Dark-eyed Junco,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,0.7,3.41kHz to 6.82kHz,1.61,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,LIWI, ,Light wind,ABIOTIC,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,0.9,0.05kHz to 2.66kHz,5.13,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,2.7,1.17kHz to 5.37kHz,1.59,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,RCKI,Corthylio calendula,Ruby-crowned Kinglet,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,3.4,2.15kHz to 5.28kHz,2.44,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Song,7.4,1.12kHz to 5.74kHz,1.43,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,13.1,2.75kHz to 6.77kHz,2.43,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,GCKI,Regulus satrapa,Golden-crowned Kinglet,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Call,18.5,6.49kHz to 9.34kHz,1.06,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,24.5,1.73kHz to 3.36kHz,2.03,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,YRWA,Setophaga coronata,Yellow-rumped Warbler,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,35.4,3.27kHz to 5.51kHz,1.59,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,39.1,2.80kHz to 4.72kHz,1.59,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,UNTR,,Unidentified Trill,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Unknown far,1,Song,39.3,3.55kHz to 5.79kHz,1.23,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,OSFL,Contopus cooperi,Olive-sided Flycatcher,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,Song,53.1,2.47kHz to 4.20kHz,0.73,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Song,55.1,2.89kHz to 5.32kHz,4.35,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,WCSP,Zonotrichia leucophrys,White-crowned Sparrow,AVES,3m 1SPR,None,Light,None,None,None,2,bprobinson@live.ca,Confident,1,,,,,Song,5.3,2.89kHz to 5.70kHz,1.91,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,2,Hannah Phillips,Confident,1,,,,,Song,29.3,2.85kHz to 4.67kHz,5.79,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,UPCH,,Unidentified Poecile (Chickadee),AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Unknown far,1,,,,,Call,32.7,2.99kHz to 4.86kHz,1.34,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,,,,,Call,45.0,1.49kHz to 4.81kHz,2.78,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,RESQ,Tamiasciurus hudsonicus,Red Squirrel,MAMMALIA,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,,,,,Call,46.9,0.09kHz to 11.67kHz,5.21,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,RBNU,Sitta canadensis,Red-breasted Nuthatch,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Song,8.2,1.21kHz to 3.60kHz,4.96,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-3-60,2021-06-21,05:20:00,Active,50.051150,-114.563270,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,Light,None,None,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Song,16.3,3.74kHz to 8.64kHz,2.75,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,4.60,4.60,100,,35,6,,89.12,,,NA,,,,,H-RS-3-60_20210621_052000.wav,t
Edge Communities,BU,S-P15-30-60,2021-06-21,05:20:00,Active,58.410030,-119.500897,,UNBI,,Unidentified bird,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Unknown far,1,,,,,,,,,Song,43.0,2.61kHz to 4.86kHz,1.71,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,S-P15-30-60_20210621_052000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,0.1,2.75kHz to 4.34kHz,2.84,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,0.8,1.87kHz to 6.12kHz,3.50,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,MOBA, ,Moderate Background Noise,ABIOTIC,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,0.9,0.05kHz to 3.32kHz,5.09,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,BAWW,Mniotilta varia,Black-and-white Warbler,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,0.9,5.32kHz to 8.36kHz,2.05,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,REVI,Vireo olivaceus,Red-eyed Vireo,AVES,3m 1SPR,None,None,Moderate,None,None,2,bprobinson@live.ca,Confident,1,Song,1.3,1.40kHz to 5.84kHz,3.94,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Call,1.3,0.89kHz to 3.04kHz,0.28,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,BAWW,Mniotilta varia,Black-and-white Warbler,AVES,3m 1SPR,None,None,Moderate,None,None,2,bprobinson@live.ca,Confident,1,Song,6.8,5.46kHz to 8.92kHz,2.60,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,9.2,3.64kHz to 6.40kHz,2.56,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,ALFL,Empidonax alnorum,Alder Flycatcher,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,9.4,2.15kHz to 5.93kHz,0.75,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,MOWA,Geothlypis philadelphia,Mourning Warbler,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,12.9,2.10kHz to 6.68kHz,1.84,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,18.4,1.40kHz to 4.39kHz,2.38,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,Moderate,None,None,2,bprobinson@live.ca,Confident,1,Song,34.9,2.94kHz to 5.28kHz,3.43,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,44.2,3.64kHz to 9.11kHz,3.30,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,3m 1SPR,None,None,Moderate,None,None,1,bprobinson@live.ca,Confident,1,Song,53.6,2.33kHz to 7.19kHz,2.49,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-30-42,2021-06-21,05:40:00,Active,58.401750,-119.443992,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,Moderate,None,None,2,bprobinson@live.ca,Confident,1,,,,,Song,39.2,3.46kHz to 10.18kHz,3.71,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,H-RS-30-42_20210621_054000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,CONI,Chordeiles minor,Common Nighthawk,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Call,0.8,2.24kHz to 5.46kHz,0.68,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,CHSP,Spizella passerina,Chipping Sparrow,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Song,1.0,3.18kHz to 5.14kHz,2.10,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,P-P10-30-51,2021-06-21,22:00:00,Active,58.404770,-119.417911,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,Light,Light,None,None,1,Scott Wilson,Confident,1,Call,1.1,1.45kHz to 3.22kHz,2.53,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,P-P10-30-51_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Song,2.0,3.27kHz to 4.58kHz,2.25,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,P-P10-30-51,2021-06-21,22:00:00,Active,58.404770,-119.417911,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,Light,Light,None,None,1,Scott Wilson,Confident,1,Song,2.9,4.11kHz to 9.15kHz,2.65,,,,,,,,,No daily weather within 165km,Transcribed,"","",,,,,,,,No daily weather within 165km,"","",,,,,,,,,,,,,,,,P-P10-30-51_20210621_220000.wav,t
Edge Communities,BU,H-N15-22-31,2021-06-21,22:00:00,Active,56.297940,-116.733668,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,Light,None,None,1,Kelsey Bell,Confident,1,Song,3.3,2.05kHz to 5.09kHz,1.66,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,45km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,45km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,train in far background,,H-N15-22-31_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Song,3.9,2.38kHz to 4.44kHz,1.14,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Song,7.0,1.63kHz to 6.86kHz,1.49,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,H-N15-22-31,2021-06-21,22:00:00,Active,56.297940,-116.733668,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,Light,None,None,2,Kelsey Bell,Confident,1,Song,8.9,3.64kHz to 6.58kHz,1.53,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,45km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,45km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,train in far background,,H-N15-22-31_20210621_220000.wav,t
Edge Communities,BU,H-P10-3-29,2021-06-21,22:00:00,Active,49.995440,-114.494259,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,Light,Light,Heavy,Moderate,Both Sides Extra Static,1,Gill Holmes,Confident,1,Song,16.6,0.37kHz to 6.72kHz,1.41,,,,,,,,,SPARWOOD A,Transcribed,1158.20m,33km,4.50,26.30,15.40,,,,,SPARWOOD A,1158.20m,33km,13.80,10.10,78,,1,7,,88.20,,,NA,,,,,H-P10-3-29_20210621_220000.wav,t
Edge Communities,BU,H-N15-22-31,2021-06-21,22:00:00,Active,56.297940,-116.733668,,MODO,Zenaida macroura,Mourning Dove,AVES,3m 1SPR,None,None,Light,None,None,1,Kelsey Bell,Unknown far,1,Song,18.0,0.05kHz to 0.70kHz,1.35,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,45km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,45km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,train in far background,"sounds like a coo, but distant and can only hear 1 coo",H-N15-22-31_20210621_220000.wav,t
Edge Communities,BU,H-N15-22-31,2021-06-21,22:00:00,Active,56.297940,-116.733668,,UNWO, ,Unidentified Woodpecker,AVES,3m 1SPR,None,None,Light,None,None,1,Kelsey Bell,To Be Checked,1,Non-vocal,19.0,0.05kHz to 0.79kHz,2.90,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,45km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,45km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,train in far background,"i think it's a sapsucker, but I can't see where the spectrogram",H-N15-22-31_20210621_220000.wav,t
Edge Communities,BU,H-N15-22-31,2021-06-21,22:00:00,Active,56.297940,-116.733668,,CONI,Chordeiles minor,Common Nighthawk,AVES,3m 1SPR,None,None,Light,None,None,1,Kelsey Bell,Confident,1,Call,23.8,2.38kHz to 5.37kHz,0.59,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,45km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,45km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,train in far background,,H-N15-22-31_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,WISN,Gallinago delicata,Wilson's Snipe,AVES,3m 1SPR,None,None,None,Light,None,1,Kelsey Bell,Confident,1,Song,30.6,1.40kHz to 3.13kHz,9.66,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
Edge Communities,BU,H-RS-22-45,2021-06-21,22:00:00,Active,56.310260,-116.715096,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,None,Light,None,2,Kelsey Bell,Confident,1,Song,34.3,1.63kHz to 6.44kHz,2.29,,,,,,,,,PEACE RIVER A,Transcribed,570.90m,46km,7.80,28.20,18.00,0.00,0.00,0.00,,PEACE RIVER A,570.90m,46km,20.00,9.00,49,,28,16,24,93.68,,,NA,,,,,H-RS-22-45_20210621_220000.wav,t
